token1	token2	token3	weight
қыз	болып	өссін	10
қыз	бен	жігіт	5
үш	күн	болды	6
үш	төрт	күн	6
үш	күннен	кейін	5
үшін	жақсы	көрем	9
үшін	жақсы	көремін	3
үшін	жауап	берші	3
үшін	өмір	сүріп	5
үшін	бірінші	комиссия	1
үшін	ең	алдымен	3
үшін	жылап	отырсың	1
үшін	кешірім	сұраймын	2
үшін	көмек	сұраймын	6
үшін	көмек	беріңіздерші	4
рақмет	жаным	!	7
рақмет	жаным	менің	8
рақмет	өзің	қалайсың	1
рақмет	алла	разы	1
рақмет	көп	көп	1
рақмет	рақмет	рақмет	2
рақмет	өзіңіз	қалайсыз	1
рақмет	бірге	болсын	1
рақмет	үлкен	!	4
рақмет	айтқаның	келсін	1
рақмет	айтқаныңыз	келсін	1
кет	дильназ	жазылып	1
кет	кетсең	кет	1
кел	деп	жатыр	8
кел	кел	кел	5
кел	кеме	кел	1
келіп	алып	кет	12
келіп	алып	кетті	12
келіп	жатыр	ғой	9
келіп	жатыр	екен	12
келіп	тұр	ғой	10
келіп	тұр	бұл	14
келіп	кетті	ғой	2
келіп	тамақ	ішіп	4
келіп	шай	ішіп	2
келіп	тұрған	жоқ	2
келіп	жеткен	туған	7
келіп	жеткен	жаңа	9
келіп	жеткен	туылған	9
келіп	жеткен	жеке	17
келіп	жеткен	барыс	13
келіп	тоқтай	қалсын	1
келе	жатыр	деп	13
келе	жатыр	ғой	14
келе	жатыр	екен	7
келе	жатыр	еді	15
келе	жатыр	едім	14
келе	жатырмын	деп	9
келе	жатқан	жаңа	4
келе	жатқан	жана	15
келе	жатқан	барыс	12
келе	жатсыңба	?	1
қандай	да	бір	1
қандай	екен	?	3
қандай	болады	екен	4
қандай	жұмыс	?	7
қандай	жұмыс	істеп	9
қандай	еді	?	2
қандай	жаңалық	бар	3
қандай	керемет	!	3
қандай	жағдай	болсада	7
қандай	жағдай	болмасын	6
қандай	сабақ	болып	2
қандай	болу	керек	1
қандай	жігіттер	ұнайды	1
қандай	екенін	көрсеңіз	3
қандай	документ	керек	2
қандай	түрлері	бар	1
бас	қалай	?	1
бас	аман	болсын	4
бас	аман	болса	7
бас	ауырып	тұр	6
басқа	кім	бар	4
басқа	адам	жоқ	9
басқа	қыз	тауып	6
басқа	ештеңе	керек	6
басқа	ешкім	жоқ	7
басқа	ешкім	керек	6
басқа	жаққа	кетіп	7
басқа	амал	жоқ	2
басқа	вариант	жоқ	3
үй	ішің	аманба	4
үй	жинау	керек	2
үй	іштерің	аманба	3
үй	тапсырмасын	айтып	3
үй	жинайын	деп	1
үйде	емес	едім	3
үйде	кім	бар	2
үйде	адам	бар	7
үйде	ешкім	жоқ	2
үйде	адамдар	бар	1
үйде	отырған	өзің	2
үйде	қонақтар	бар	2
солай	деп	жатыр	7
солай	болып	жатыр	12
солай	болып	тұр	5
солай	болып	қалды	9
солай	болады	ғой	5
солай	айтып	жатыр	5
солай	сияқты	ғой	2
солай	болу	керек	1
солай	болайын	деп	1
бара	жатыр	ғой	11
бара	жатыр	екен	10
бара	жатыр	едім	9
бара	бара	бара	2
бара	жатырмын	деп	11
бара	жатырмын	өзің	10
бара	бер	деп	7
бара	алмай	жатырмын	8
бара	жатқан	көзінен	7
бара	алмаймын	деп	10
бара	алмаймын	ау	9
бара	алмайтын	болдым	6
бара	алмайын	деп	1
біз	сені	жақсы	3
біз	аман	есен	1
біз	сізді	жақсы	2
жатырмын	өзің	?	2
кез	келген	уақытта	8
кез	келген	мәтінді	12
шығып	жатыр	ғой	7
шығып	жатыр	екен	9
шығып	тұр	ғой	7
шығып	кетті	ғой	5
шығып	келе	жатырмын	5
шығып	бара	жатыр	11
шығып	бара	жатырмын	5
шығып	кетіп	едім	7
шығып	кетіпті	ғой	1
шығып	кету	керек	1
жаз	жаз	жаз	1
жаз	дегенің	жақсы	1
жазып	жатыр	ғой	9
жазып	жатыр	едім	10
жазып	тұр	едім	2
жазып	отыр	едім	4
қайда	жоқ	болып	3
қайда	екен	?	3
қайда	қайда	қайда	1
қайда	кетіп	бара	10
қайда	кетіп	қалдың	5
қайда	жүр	екен	4
қайда	жол	тарттың	2
қайда	барамыз	?	3
қайда	жүрсің	?	4
қайда	жүрсің	дер	12
қайда	барайын	деп	2
қайда	кеттің	?	2
қайда	тұрасың	?	2
қайда	жүрсіңдер	?	1
қайда	жүрсеңде	аман	2
бірақ	мен	сені	11
бірақ	ол	кезде	10
сенің	де	жаңа	3
сенің	маған	деген	3
сенің	туған	күнің	4
сенің	туылған	күнің	3
сенің	атың	кім	2
сенің	жігітің	барма	5
сенің	қызың	бар	6
сенің	орныңда	болсам	3
бер	деп	жатыр	10
бер	ата	анаңның	1
давай	қайырлы	түн	1
давай	давай	деп	19
давай	давай	давай	2
қатты	мен	сені	1
қатты	жақсы	көрем	3
қатты	жақсы	көріп	20
қатты	жақсы	көреміз	24
қатты	жақсы	көремін	11
қатты	жақсы	көретін	30
қатты	жақсы	көреді	26
қатты	керек	болып	3
қатты	керек	боп	10
қатты	қатты	жақсы	11
қатты	қатты	қатты	2
қатты	қатты	сағындым	19
қатты	қатты	сүйемін	40
қатты	ауырып	жатыр	6
қатты	ауырып	тұр	10
қатты	бауыр	басып	2
қатты	ыстық	болып	6
қатты	сағындым	ғой	11
қатты	сағындым	жаным	4
қатты	сағындым	сені	11
қатты	сағынып	кеттім	4
қатты	сүйемін	жаным	3
қатты	қиналып	тұрмын	4
түн	жақсы	ұйықта	14
түн	жақсы	жатып	2
түн	жаным	жақсы	9
түн	жаным	менің	4
түн	болды	ғой	8
түн	болды	түн	3
түн	алла	түн	2
түн	түн	түн	2
түн	түн	тыныштығын	10
түн	тыныштығын	берсін	1
түн	тыныштығын	тілеймін	17
түн	тыныштығын	нәсіп	21
қой	керек	емес	1
қой	қой	қой	1
все	все	рахмет	9
все	все	брат	9
аллаға	жақсы	өзің	5
аллаға	жақсы	бәрі	12
аллаға	жақсы	рақмет	13
аллаға	жақсы	өзіңіз	12
аллаға	шүкір	жақсы	3
аллаға	шүкір	деп	51
аллаға	шүкір	!	22
аллаға	шүкір	рахмет	54
аллаға	шүкір	өзің	30
аллаға	шүкір	аман	33
аллаға	шүкір	бәрі	38
аллаға	шүкір	өзіңіз	54
аллаға	шүкір	жақсымын	13
аллаға	шүкір	жақсымыз	25
аллаға	шүкір	аманбыз	47
аллаға	өзің	қалайсың	1
аллаға	аман	есен	2
аллаға	өзіңіз	қалайсыз	1
аллаға	мың	шүкір	5
аллаға	өздерің	қалайсыңдар	1
аллаға	сансыз	шүкір	3
аллаға	сансыз	шүкіршілік	8
кетіп	жатыр	ғой	7
кетіп	бара	жатыр	9
кетіп	бара	жатсың	19
кетіп	бара	жатырм	21
кетіп	бара	жатырмын	6
кетіп	бара	жатқан	15
кетіп	бара	жатып	21
кетіп	бара	жатырсың	24
кетіп	бара	жатырмыз	17
кетіп	бара	жатқанда	17
кетіп	қалды	деп	9
кетіп	қалды	ғой	7
кетіп	қалып	едім	6
кетіп	қалдың	?	4
кетіп	қалыпты	ғой	2
ала	алмай	жатырмын	7
ала	алмай	отырмын	11
ала	аласыз	ватсапқа	2
салып	жібере	аласыз	7
үйге	енді	келдім	5
үйге	аман	есен	1
үйге	келіп	жатырмын	9
үйге	келе	жатырмын	5
үйге	бара	жатырмын	3
үйге	кетіп	бара	4
үйге	келген	соң	3
үйге	қайтып	бара	4
үйге	жетіп	алайын	2
үйге	барған	соң	2
там	ал	көрдіңба	1
там	там	там	1
там	көшеге	кім	1
күні	екен	ғой	3
күні	құтты	болсын	1
күні	құтты	болсың	31
күні	тілеген	дұға	2
өзіңіз	қалайсыз	?	2
өзіңіз	қалайсыз	жақсы	38
өзіңіз	қалайсыз	жаным	18
өзіңіз	қалайсыз	дар	22
өзіңіз	қалайсыз	әпше	22
өзіңіз	білесіз	ғой	2
өзіңіз	қалағандай	таңдап	1
ішіп	болып	жатырмын	5
ішіп	отырмын	өзің	4
ішіп	отырмын	өзіңіз	11
ішіп	болған	соң	1
жаман	болып	жатыр	11
жаман	болып	тұр	9
жаман	болып	кетті	12
жаман	ауырып	жатыр	5
за	деньги	да	1
барам	деп	жатыр	12
барам	деп	отыр	10
барам	алла	қаласа	2
тамақ	істеп	жатыр	13
тамақ	істеп	жатырмын	6
тамақ	ішіп	ал	21
тамақ	ішіп	алып	17
тамақ	ішіп	болып	13
тамақ	ішіп	жатыр	28
тамақ	ішіп	отыр	26
тамақ	ішіп	отырмын	9
тамақ	ішіп	болған	25
тамақ	ішіп	алайын	11
тамақ	ішіп	болдым	23
тамақ	ішіп	алдың	23
тамақ	жасап	жатырмын	6
тамақ	шай	ішіп	3
тамақ	істеу	керек	1
тамақ	істейін	деп	2
тамақ	жасайын	деп	2
тамақ	ішейін	деп	1
апа	құтты	болсын	1
апа	қалайсыз	?	5
апа	туған	күніңіз	5
апа	туған	күніңізбен	6
апай	мен	сабаққа	8
апай	құтты	болсын	1
апай	қалайсыз	?	3
апай	туған	күніңіз	7
апай	туған	күніңізбен	3
апай	сіз	күшті	1
апай	жаңа	жылыңызбен	2
апай	туылған	күніңізбен	3
апай	қалыңыз	қалай	1
бұл	да	бір	3
бұл	кім	?	3
бұл	кім	екен	8
бұл	онлайн	жұмысты	1
бұл	бет	алған	1
бұл	үндемей	тұра	1
бұл	көліктің	артқы	1
сенде	бәрі	жақсы	4
сенде	каспий	голд	2
таң	қалайсың	жаным	6
таң	қалайсың	дар	7
таң	жаным	!	13
таң	жаным	қалайсың	8
таң	жаным	менің	4
таң	қыздар	қалайсыңдар	5
таң	баршаңызға	!	5
таң	баршаңызға	сәттілік	8
кеп	кетті	ғой	2
кеп	тұрған	жоқ	1
сіз	маған	өмір	2
сіз	қашан	келесіз	3
сіз	күшті	апайсыз	1
сіз	үшін	дұғада	7
сіз	бұл	онлайн	1
сіз	біздің	конкурстан	1
сіз	дайын	клиенттерге	1
сіз	салған	ақшаны	1
сіз	қайдасыз	?	1
сіз	кімсіз	?	2
қалайсыңдар	қыздар	?	5
қалайсыңдар	қыздар	жігіттер	8
қалайсыңдар	амансыңдарма	?	6
қалайсыңдар	амансыңдарма	балдар	16
қалайсыңдар	амансыңдарма	жақсысыңдарма	5
қалайсыңдар	жағдайларың	жақсыма	2
папа	мен	мама	5
папа	папа	папа	2
кейін	ақшаны	толықтай	1
кейін	бірден	сіздің	1
қыздар	қалай	?	3
қыздар	барма	?	7
қыздар	барма	маған	4
қыздар	қалайсыңдар	?	6
қыздар	қалайсыңдар	!	17
қыздар	қалайсыңдар	амансыңдарма	5
қыздар	жігіттер	?	9
қыздар	жігіттер	қалайсыңдар	5
қыздар	қалдарың	қалай	1
көре	бер	!	3
көре	берсін	!	1
көрем	мен	сені	1
көрем	ғой	жаным	8
көрем	ғой	сені	5
көрем	жаным	менің	4
көрем	сені	жаным	6
көрем	сені	қатты	6
көрем	көрем	көрем	1
көрем	еркеназ	мен	1
мынау	кім	?	4
жүр	екен	деп	8
жүр	екен	ғой	6
жүр	еді	ғой	2
алмай	жатыр	ғой	6
алмай	ақ	қой	4
алмай	жатырмын	ғой	4
анау	мынау	деп	5
анау	мынау	алып	14
анау	мынау	деген	17
анау	мынау	емес	22
сұрап	жатыр	деп	13
сұрап	жатыр	ғой	12
сұрап	жатыр	еді	7
сұрап	жатырмын	ғой	2
сұрап	көру	керек	1
сұрап	жатқаным	ғой	1
он	бес	мың	7
жаңа	келіп	жатырмын	4
жаңа	бақыт	жаңа	3
жаңа	жыл	мен	37
жаңа	жыл	жақсы	25
жаңа	жыл	!	24
жаңа	жыл	қалай	19
жаңа	жыл	құт	17
жаңа	жыл	құтты	10
жаңа	жыл	жаңа	7
жаңа	жыл	бақыт	32
жаңа	жыл	берекелі	30
жаңа	жыл	тойлап	36
жаңа	жыл	табысты	33
жаңа	жыл	жарылқасын	38
жаңа	жыл	құты	12
жаңа	жыл	жақсылығымен	12
жаңа	жыл	мерекесі	18
жаңа	жыл	мерекесімен	21
жаңа	жасы	құтты	2
жаңа	жасың	құтты	2
жаңа	табыс	тілеймін	5
жаңа	табыс	әкелсін	4
жаңа	жасыңыз	құтты	2
жаңа	жылда	жақсы	15
жаңа	жылда	жаңа	1
жаңа	жылдан	жаңа	2
жаңа	жылды	жақсы	5
жаңа	жылды	қалай	6
жаңа	жылды	қарсы	11
жаңа	жылын	құтты	1
жаңа	жылдың	алғашқы	1
жаңа	барыс	жылы	1
жаңа	жылың	мен	11
жаңа	жылың	құтты	2
жаңа	жылыңмен	!	3
жаңа	жылыңмен	жаным	10
жаңа	жылыңмен	құттықтаймын	13
жаңа	жылдарың	құтты	1
жаңа	жылдарыңмен	!	4
жаңа	жылдарыңмен	құтты	17
жаңа	жылдарыңмен	құттықтаймын	6
жаңа	жылдарыңыз	құтты	1
жаңа	жылдарыңызбен	!	4
жаңа	жылдарыңызбен	құттықтаймын	5
жаңа	жылыңыз	құтты	2
жаңа	жылыңыз	бен	13
жаңа	жылыңызбен	!	4
жаңа	жылыңызбен	құттықтаймын	6
жаңа	табысқа	жете	1
жаңа	жылымыз	құтты	1
жаңа	табыстарға	жете	1
бақыт	тілеймін	!	2
бақыт	байлық	тілеймін	6
бақыт	байлық	береке	7
бақытты	бол	жақсы	28
бақытты	бол	!	8
бақытты	бол	жаным	11
бақытты	бол	шүкір	19
бақытты	бол	ауырма	7
бақытты	болсын	!	3
бақытты	болсын	өмір	16
бақытты	болсын	жастар	18
бақытты	да	баянды	2
бақытты	бала	болсын	3
бақытты	қыз	болсын	4
бақытты	болыңдар	!	4
бақытты	болыңдар	алла	17
бақытты	болыңдар	жандарым	8
бақытты	болыңыз	!	9
бақытты	болыңыз	әрдайым	3
бақытты	ғұмыр	тілеймін	10
бақытты	ғұмыр	кешіңдер	7
бақытты	отбасы	болыңдар	4
бақытты	балалық	шақ	2
бақытты	балалық	шағы	14
бақытты	болыңыздар	!	1
бақытты	баянды	ғұмыр	4
әумин	рахмет	жаным	7
әумин	рақмет	!	10
әумин	рақмет	жаным	6
әумин	рақмет	айтқаның	11
әумин	әумин	әумин	3
әумин	айтқаның	келсін	1
әумин	айтқаныңыз	келсін	1
еш	жаңалық	жоқ	1
ештеңе	деп	жатқан	3
ештеңе	керек	емес	1
ештеңе	деген	жоқ	3
ештеңе	деген	жоқпын	8
ештеңе	айта	алмаймын	3
ештеңе	болған	жоқ	1
ештеңе	қызық	емес	2
ештеңе	айтқан	жоқ	4
ештеңе	етпейді	жаным	6
бұйырса	алла	қаласа	1
бұйырса	аман	есен	1
бұйырса	бәрі	жақсы	2
бұйырса	бұйырса	бұйырса	1
ауырып	жатыр	деп	9
ауырып	жатыр	ғой	13
ауырып	жатыр	екен	10
ауырып	тұр	деп	9
ауырып	кетті	ғой	2
ауырып	қалды	деп	4
ауырып	жатқан	жоқ	5
ауырып	тұрған	жоқ	6
ауырып	мазам	болмай	3
отыр	еді	ғой	2
отырмын	өзің	?	2
сияқты	болып	тұр	7
сияқты	еді	ғой	1
тез	айт	тез	1
тез	тез	тез	5
тез	тез	жауап	16
тез	жазылып	кет	6
тез	жазылып	кетсін	7
тез	жазылып	кетіңіз	11
тез	сауығып	кет	7
тез	сауығып	кетсін	6
тез	сауығып	кетіңіз	9
айта	бер	?	11
берсін	жақсы	жатып	2
берсін	алла	тағала	5
берсін	аман	есен	3
дейін	табыс	табуға	1
болған	екен	!	9
болған	екен	ғой	11
болған	екен	аман	13
дар	қалайсың	дар	1
дар	қыздар	?	9
дар	қыздар	жігіттер	3
дар	жігіттер	қыздар	3
дар	амансыңдарма	жақсысыңдарма	4
беріп	жатыр	екен	7
беріп	жіберу	керек	1
беріп	кетейікші	бауырлар	1
жас	болсын	!	1
жас	құтты	болсын	1
жас	бақытты	болсын	1
жас	маңызды	емес	1
жас	қосыла	берсін	1
жаса	бақытты	бол	2
жаса	бақытты	болыңдар	11
жасап	жатыр	екен	7
көріп	тұр	ғой	2
көріп	аман	есен	1
көріп	жүре	бер	8
көріп	жүре	беріңіз	7
көріп	жүре	беріңдер	9
көріп	тұрған	жоқпын	2
ғана	жақсы	көрем	3
ғана	бар	екен	4
қызы	бар	екен	7
қызым	бар	деп	6
қызым	болшы	қызым	4
мал	мал	мал	1
мал	айша	мал	1
мал	акон	мал	1
мал	жакон	мал	1
мал	ибрахим	мал	1
мал	идиот	мал	1
брат	қалайсың	?	3
брат	брат	брат	1
иә	иә	иә	4
неше	адам	бар	8
неше	ай	болды	4
неше	күн	болды	6
неше	күнде	келеді	3
неше	күнде	дайын	10
неше	жыл	болды	3
неше	түрлі	адам	10
неше	күннен	бері	2
неше	жылдан	бері	2
жауап	ала	аласыз	2
жауап	күтіп	отырмын	2
жауап	береді	екен	4
жауап	беру	керек	4
жауап	бермей	жатыр	5
жауап	бермей	жатырсың	9
жауап	береміз	!	1
жауап	бермейсің	?	3
жаңалық	жоқ	тыныш	7
жаңалық	жоқ	өзіңде	6
жаңалық	бар	?	2
жаңалық	болып	жатыр	1
видео	видео	видео	1
ұйықтап	жатыр	ғой	9
ұйықтап	жатыр	екен	12
ұйықтап	қалдың	ау	5
ұйықтап	қалыппын	ғой	3
ұйықтап	қалайын	деп	1
айтам	деп	ұмытып	7
телефон	алмай	жатыр	2
телефон	шұқылап	отырмын	5
машина	құтты	болсын	1
машина	машина	машина	1
жатқан	жаны	жайсаң	1
жатқан	жаңа	жыл	4
жатқан	жаңа	жылыңмен	13
жатқан	жаңа	жылдарыңмен	13
жатқан	жаңа	жылдарыңызбен	12
жатқан	жаңа	жылыңызбен	14
жатқан	сияқты	ғой	3
жатқан	жоқпын	ғой	3
жатқан	жоқпа	?	2
жатқан	жері	жарық	11
жатқан	жері	жайлы	2
жатқан	жерің	жайлы	2
жатқан	барыс	жылы	1
жатқан	көзінен	қашып	1
бірге	болсын	!	3
бірге	болсын	жаңа	9
бірге	көріңдер	!	2
сондай	болып	жатыр	11
сондай	болып	тұр	5
сондай	боп	тұр	5
сондай	болу	керек	2
же	да	?	1
аға	қалайсыз	?	3
аға	туған	күніңіз	7
аға	туған	күніңізбен	4
аға	аға	аға	2
аға	туылған	күніңізбен	3
аға	сізді	жақсы	1
аға	қалыңыз	қалай	1
аға	ренжімеңізші	өтініш	1
әдемі	болып	тұр	9
әдемі	болып	жүре	14
әдемі	болып	кетіпсің	12
әдемі	екен	ғой	8
әдемі	қыз	болып	7
әдемі	әдемі	әдемі	1
әдемі	жарасып	тұр	1
всё	всё	рахмет	10
всё	всё	всё	9
сағат	нешеде	?	8
тауып	бер	деп	3
тауып	алу	керек	1
тауып	берші	өтініш	5
до	конца	деп	14
до	конца	барам	11
жай	сұрап	жатырмын	3
ешкім	жоқ	деп	15
ешкім	жоқ	екен	15
ешкім	жоқ	қой	10
ешкім	керек	емес	1
соған	керек	болып	3
соған	ақша	керек	4
білмеймін	білмеймін	білмеймін	1
осылай	болып	тұр	5
осылай	шығып	тұр	3
осылай	болу	керек	1
келді	деп	сөйлеп	5
келген	жаңа	жыл	2
келген	жасың	құтты	2
келген	барыс	жылы	1
келген	мәтінді	сақтайтын	1
кто	гильдия	др	1
жібер	голосовой	сообщение	1
жіберші	жіберші	жіберші	1
жіберші	өтініш	өтініш	5
такси	бар	хабарласыңыздар	8
такси	керек	бір	11
такси	керек	еді	7
такси	барма	?	7
такси	барма	бір	10
такси	барма	екен	9
такси	барма	екі	13
тыныш	болсын	!	6
тыныш	болсын	жаным	7
тыныш	жаңалық	жоқ	1
тыныш	өзіңде	болмаса	5
қайдасың	дар	?	1
қайдасың	қайдасың	қайдасың	1
ата	ана	бала	7
ата	аналар	!	6
ата	анаңның	үмітін	3
ата	анаңның	мақтанышы	9
бізде	шүкір	жақсы	6
бізде	бәрі	жақсы	2
бізде	аллаға	шүкір	1
бізде	жаңбыр	жауып	4
бізде	бөтен	жоқ	1
қаласа	аман	есен	1
қаласа	бәрі	жақсы	2
қаласа	емін	алар	1
дос	болып	қалайық	8
дос	ретінде	ғана	13
дос	ретінде	араласып	6
есен	өзің	қалайсың	1
есен	барып	кел	9
есен	барып	келіңдер	9
есен	жүре	бер	6
есен	жүре	берсін	10
есен	жүре	беріңіз	7
есен	жүріп	жатырмыз	4
есен	жетіп	ал	7
есен	жетіп	алыңыз	12
есен	жетіп	алыңдар	8
есен	жетіп	алыңыздар	15
есен	босанып	ал	6
есен	босанып	алсын	12
есен	босанып	алыңыз	12
жүре	бер	!	6
жүре	бер	жаным	10
жүре	берсін	!	3
жүре	беріңіз	!	4
жүре	беріңіз	жүзіңізден	9
жүре	беріңдер	!	2
жүре	беруге	болатын	1
жүре	беріңіздер	!	1
жүрегім	менің	жаным	12
жүрегім	менің	жүрегім	4
жүрегім	менің	алтыным	11
жүрегім	ауырып	жатыр	9
жүрегім	ауырып	тұр	10
жүрегім	ауырып	кетті	6
жүрегім	жүрегім	жүрегім	1
молодец	құтты	болсын	1
молодец	молодец	молодец	1
досым	қалайсың	?	6
досым	қалайсың	амансыңба	5
досым	туған	күніңмен	4
досым	досым	досым	2
ойнап	айтам	құрсын	6
ойнап	жүре	бер	5
ойнап	жүре	берсін	10
ойнап	жүре	беріңіз	8
ойнап	күліп	жүре	2
жүрген	жоқпын	ғой	4
жол	болсын	!	4
жол	болсын	жаным	13
жол	болсын	аман	15
жол	аман	есен	1
жол	жүріп	бара	5
жол	амандығын	берсін	1
заказ	беріп	едім	12
заказ	беріп	қойдым	9
заказ	берейін	деп	2
заказ	берейін	деген	13
заказ	берейін	дегем	13
заказ	беру	керек	3
заказ	берсем	деп	9
заказ	беруге	болады	4
келеді	деп	жатыр	10
келеді	екен	?	7
келеді	екен	деп	9
үлкен	рахмет	!	3
үлкен	өзі	көп	1
үлкен	ер	азамат	1
үлкен	қыз	болып	3
үлкен	рақмет	!	3
үлкен	жігіт	болсын	8
үлкен	жігіт	болып	5
үлкен	азамат	бол	18
үлкен	азамат	болсын	4
үлкен	азамат	болып	7
үлкен	көмек	каспий	2
үлкен	азаматша	болсын	6
үлкен	азаматша	болып	4
дым	жоқ	қой	7
дым	жаңалық	жоқ	1
дым	қызық	жоқ	6
дым	қызық	емес	5
бос	емес	деп	12
бос	емес	екен	12
бос	емес	еді	12
бос	орын	бар	5
бос	орын	барма	8
бос	орындар	бар	2
болама	екен	?	3
керемет	құтты	болсын	1
керемет	алла	разы	1
керемет	керемет	керемет	1
керемет	демалыс	болсын	6
керемет	демалыс	болды	8
әңгіме	болсын	деп	2
әңгіме	керек	емес	1
әңгіме	айт	?	7
әңгіме	айтып	отыр	9
әңгіме	айтсай	жаным	4
жеп	бара	жатқан	2
жеп	тұрғанда	көшеде	1
оған	керек	емес	1
өмір	тілеймін	!	4
өмір	тілеймін	әрқашан	6
өмір	жасы	ұзақ	1
өмір	жасың	ұзақ	1
өмір	жасын	ұзақ	1
өмір	жасыңыз	ұзақ	1
өмір	сүре	алмаймын	4
өмір	жастары	ұзақ	1
өмір	сүру	керек	5
күтіп	отырмын	ғой	4
где	актив	?	1
где	живешь	?	1
болмай	жатыр	ғой	4
болмай	тұр	ғой	6
болмай	тұр	еді	14
болмай	кетті	ғой	1
болмай	қалды	ғой	3
ассалам	жақсы	шүкір	3
ассалам	жақсы	өзің	10
ассалам	шүкір	жақсы	2
ассалам	шүкір	өзің	16
ассалам	шүкір	аллаға	15
ассалам	аллаға	шүкір	1
ассалам	алейкум	!	16
ассалам	алейкум	қалайсың	6
ассалам	алейкум	қалайсыз	13
ассалам	алейкум	брат	14
ассалам	алейкум	жігіттер	15
осындай	болып	тұр	5
осындай	болу	керек	1
мың	керек	болып	4
мың	да	бір	1
мың	жылдық	болсын	1
мың	алғыс	!	4
алам	деп	жатыр	12
алам	деушілер	болса	2
алматы	тараз	шымкент	1
шай	ішіп	алып	18
шай	ішіп	болып	16
шай	ішіп	отыр	16
шай	ішіп	отырмын	6
шай	ішіп	алайын	13
шай	тамақ	ішіп	3
шай	ла	ла	1
шай	ішейін	деп	1
шай	ішейік	деп	1
туылған	күн	құтты	4
туылған	күні	екен	19
туылған	күні	құтты	2
туылған	күні	еді	23
туылған	күнің	құтты	2
туылған	күнің	қашан	20
туылған	күнің	кұтты	13
туылған	күніңмен	!	15
туылған	күніңмен	жаным	15
туылған	күніңмен	бауырым	20
туылған	күніңмен	құттықтаймын	3
туылған	күніңіз	құтты	1
туылған	күніңізбен	!	13
туылған	күніңізбен	құттықтаймын	2
туылған	күндерің	құтты	1
туылған	кунің	құтты	1
жұмысқа	бара	жатырмын	3
жұмысқа	шығып	бара	11
жұмысқа	кетіп	бара	5
жұмысқа	шақырып	жатыр	2
аз	да	болса	1
аза	тұту	күні	1
азанда	ерте	тұру	7
азанда	азанда	азанда	1
бірі	бұның	қасына	1
бірі	жамал	еді	1
бірінші	рет	көріп	11
бірінші	рет	естіп	10
бірінші	комиссия	ақшасын	1
олай	болмайды	ғой	3
кір	жуып	жатырмын	6
кіріп	келген	жаңа	1
әмин	рахмет	жаным	8
әмин	рақмет	!	8
әмин	рақмет	жаным	6
әмин	әмин	рахмет	14
әмин	әмин	рақмет	10
әмин	әмин	әмин	4
әмин	айтқаның	келсін	1
әмин	айтқаныңыз	келсін	1
өтініш	болып	тұр	1
өтініш	өтініш	өтініш	1
өтініш	анаң	үшін	1
жана	жыл	құтты	1
жана	жыл	жана	15
жана	жылда	жана	1
жана	жылын	құтты	1
сөйлесіп	жатсың	?	3
сөйлесіп	жүрген	жоқпын	8
ауыл	арасы	такси	1
ауыл	ел	аманба	4
ауылға	қашан	келесің	5
ауылға	кетіп	бара	5
ауылға	такси	бар	7
ауылға	такси	керек	12
ауылға	такси	барма	4
ауылға	көлік	бар	5
ауылға	көлік	барма	5
алдын	ала	рахмет	12
алдын	ала	айтып	11
жерге	бару	керек	1
қайта	қайта	айтып	17
қайта	қайта	жазып	17
қайта	қайта	сұрап	14
қайта	қайта	айта	17
қайта	қайта	звандап	12
тас	барма	тас	1
когда	домой	?	1
қалайсыздар	құтты	болсын	1
қалайсыздар	амансыздарма	?	7
қалайсыздар	амансыздарма	денсаулықтарыңыз	4
қалайсыздар	жағдайларыңыз	жақсыма	3
жатып	жақсы	тұр	4
жатып	жайлы	тұр	3
жатып	жайлы	тұрыңыз	9
жатып	жайлы	тұрыңдар	14
нешеде	келесің	?	2
нешеде	шығасың	?	3
нешеде	шығасың	дар	10
нешеде	шығамыз	?	2
күнің	құтты	болсын	1
күнің	құтты	болсың	30
күнің	қашан	?	3
күнің	сәтті	болсын	11
күнің	сәтті	өтсін	2
күнің	кұтты	болсын	1
күніңмен	өмір	жасың	2
күніңмен	құттықтаймын	!	6
күніңмен	құттықтаймын	жаным	17
күніңмен	құттықтаймын	бақытты	7
күніңмен	құттықтаймын	өмір	31
күніңмен	құттықтаймын	зор	11
күніңмен	құттықтаймыз	!	1
ашып	кетті	ғой	2
тіл	көзден	аман	7
тіл	көзден	сақтасын	3
тілеймін	әрқашан	күліп	18
тілеймін	әрқашан	жүзіңнен	3
тілеймін	әрқашан	жүзіңізден	10
уақыт	жоқ	қой	8
уақыт	бар	ғой	4
уақыт	болды	ғой	3
уақыт	тез	өтіп	2
уақыт	болмай	жатыр	5
уақыт	болмай	кетті	8
уақыт	өте	келе	2
уақыт	өтіп	жатыр	5
кино	көріп	жатырмын	7
кино	көріп	отырмын	7
менен	басқа	ешкім	8
балдар	қалай	?	6
балдар	қалай	жақсыма	5
балдар	бақытты	болсын	1
балдар	жақсыма	?	2
күнде	келеді	?	4
күнде	дайын	болады	1
барамыз	деп	жатыр	9
барамыз	деп	отыр	10
барамыз	алла	қаласа	2
нан	ала	кел	8
нан	ала	келші	7
бопты	қайырлы	түн	1
жағдай	қалай	?	4
ахах	ахах	ахах	1
ахахах	ахахах	ахахах	1
ахахаха	ахахаха	ахахаха	1
